p_id;copy_per_cell;mass;fg_per_cell;mg_per_gP
protein_0836;0.959722501;34670.9186;5.52548334619054e-05;0.00986384650210415
protein_0837;111.373658;51777.0184;0.0095758816664585;1.7094436986292
protein_0838;135.0853641;27747.605;0.00622433630741943;1.11114076483802
protein_0932;34.04047965;6059.0143;0.000342497098934256;0.0611410549926393
protein_0839;8.465888012;12763.2149;0.000179428674886233;0.0320308070130002
protein_0840;238.0774627;24042.0742;0.00950494191893247;1.69677985120349
protein_0853;7.238224698;28709.7191;0.000345080368419566;0.0616022087430027
protein_0859;175.1559005;75002.3601;0.0218151875173377;3.89435000711732
protein_0870;24.30489841;64340.5275;0.00259679505900583;0.463568275472506
protein_0872;167.8450199;40643.4037;0.0113281184039027;2.02224518821135
protein_0874;131.2460961;27324.4392;0.0059552075276018;1.06309709504306
protein_0875;36.18146935;22624.9809;0.00135935744433359;0.242666429926775
protein_0876;45.66164841;57720.9307;0.00437667360265921;0.781304257051197
protein_0877;8.978861619;25716.8351;0.000383440557358921;0.0684500986339455
protein_0878;7.12893004;56636.4234;0.000670470109821353;0.119689334546384
protein_0879;80.47530078;100905.9807;0.0134846216329017;2.40721452934243
protein_0881;33.49142061;52821.4198;0.00293766919252604;0.524419605915828
protein_0885;140.52487;70778.3662;0.0165163080522541;2.94841767139195
protein_0886;43.61651473;56967.4852;0.00412607631577027;0.736568746746557
protein_0887;126.8431077;50137.8092;0.0105606700966417;1.88524373825962
protein_0906;75.46942576;28274.015;0.00354338039850486;0.632548469692037
protein_0907;29.90618078;31202.1823;0.00154954849650335;0.276618488545676
protein_0908;119.932076;45467.43;0.00905513661621501;1.61648261413197
protein_0909;6.305544457;12871.3195;0.000134773625585355;0.0240591867175299
protein_0913;227.0069133;72544.4219;0.0273465381810892;4.88178206469782
protein_0264;0.876798844;43823.2061;6.38062710874356e-05;0.0113904110182872
protein_0286;13.12836753;32313.9536;0.000704466056473209;0.12575813936323
protein_0299;53.33857593;10834.4762;0.000959640537123012;0.171310749889495
protein_0523;50.51331476;45537.7322;0.00381976386595016;0.681887213975454
protein_0592;78.65478255;47386.7334;0.00618929460533348;1.10488527642384
